# Pathway	COAD_noFFPEOnlyPrimaryNoRiboZeroG_left_55random_29_Abundance
UNMAPPED	3516236.1150540467
UNINTEGRATED	803866.7444581849
UNINTEGRATED|g__Escherichia.s__Escherichia_coli	472477.1706294748
UNINTEGRATED|unclassified	205627.4077054432
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	945.3146797704
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Escherichia.s__Escherichia_coli	716.7405885604
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|unclassified	218.9649488586
PWY-7111: pyruvate fermentation to isobutanol (engineered)	585.8502684336
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Escherichia.s__Escherichia_coli	556.1243581477
PWY-7111: pyruvate fermentation to isobutanol (engineered)|unclassified	66.9276262830
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I	519.5450643948
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Escherichia.s__Escherichia_coli	444.5527956644
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|unclassified	59.1786505859
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	514.9209190349
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Escherichia.s__Escherichia_coli	474.3088765229
VALSYN-PWY: L-valine biosynthesis	514.9209190349
VALSYN-PWY: L-valine biosynthesis|g__Escherichia.s__Escherichia_coli	474.3088765229
VALSYN-PWY: L-valine biosynthesis|unclassified	60.1588973643
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	504.6159015136
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Escherichia.s__Escherichia_coli	420.6678086688
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|unclassified	65.3009936876
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	458.2636110810
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|g__Escherichia.s__Escherichia_coli	376.2245582634
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|unclassified	75.9829989683
PWY-1042: glycolysis IV	439.3691968568
PWY-1042: glycolysis IV|g__Escherichia.s__Escherichia_coli	344.5251766870
PWY-1042: glycolysis IV|unclassified	70.1821410442
ORNDEG-PWY: superpathway of ornithine degradation	425.5206713884
ORNDEG-PWY: superpathway of ornithine degradation|g__Escherichia.s__Escherichia_coli	371.3719368635
ORNDEG-PWY: superpathway of ornithine degradation|unclassified	61.3412946639
PWY-5695: inosine 5'-phosphate degradation	423.9331470846
PWY-5695: inosine 5'-phosphate degradation|g__Escherichia.s__Escherichia_coli	346.4424596334
PWY-5695: inosine 5'-phosphate degradation|unclassified	71.1377882000
PWY-6608: guanosine nucleotides degradation III	423.9331470846
PWY-6608: guanosine nucleotides degradation III|g__Escherichia.s__Escherichia_coli	346.4424596334
PWY-6608: guanosine nucleotides degradation III|unclassified	71.1377882000
CALVIN-PWY: Calvin-Benson-Bassham cycle	421.0313723276
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Escherichia.s__Escherichia_coli	322.7076052687
CALVIN-PWY: Calvin-Benson-Bassham cycle|unclassified	73.1107979591
PWY-5913: partial TCA cycle (obligate autotrophs)	378.3001602491
PWY-5913: partial TCA cycle (obligate autotrophs)|g__Escherichia.s__Escherichia_coli	298.6372186796
PWY-5913: partial TCA cycle (obligate autotrophs)|unclassified	70.9637463274
PWY-4041: &gamma;-glutamyl cycle	365.1788095142
PWY-4041: &gamma;-glutamyl cycle|g__Escherichia.s__Escherichia_coli	317.8917458867
PWY-4041: &gamma;-glutamyl cycle|unclassified	47.2528131563
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	361.8615036622
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|g__Escherichia.s__Escherichia_coli	301.4748456446
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|unclassified	24.4876941331
PWY-5675: nitrate reduction V (assimilatory)	359.5710426917
PWY-5675: nitrate reduction V (assimilatory)|g__Escherichia.s__Escherichia_coli	264.1718820218
PWY-5675: nitrate reduction V (assimilatory)|unclassified	87.1233088557
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	357.4631488950
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type|g__Escherichia.s__Escherichia_coli	293.7958155043
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type|unclassified	46.5497981884
PWY-6737: starch degradation V	353.3651368089
PWY-6737: starch degradation V|g__Escherichia.s__Escherichia_coli	246.7832348555
PWY-6737: starch degradation V|unclassified	82.6690410049
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	352.1318841868
