# Pathway	COAD_noFFPEOnlyPrimaryNoRiboZeroG_right_72random_28_Abundance
UNMAPPED	5086727.5084917974
UNINTEGRATED	963088.8887281673
UNINTEGRATED|g__Escherichia.s__Escherichia_coli	562087.5784648015
UNINTEGRATED|unclassified	239331.0000187463
UNINTEGRATED|g__Cutibacterium.s__Cutibacterium_acnes	63593.7148955984
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	1102.5731247155
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Escherichia.s__Escherichia_coli	863.0479727657
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|unclassified	216.7017367898
PWY-7111: pyruvate fermentation to isobutanol (engineered)	634.6403667041
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Escherichia.s__Escherichia_coli	562.5836206916
PWY-7111: pyruvate fermentation to isobutanol (engineered)|unclassified	72.8689081637
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I	607.7287538930
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Escherichia.s__Escherichia_coli	582.2031256789
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|unclassified	45.3060580053
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	591.0138889396
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|g__Escherichia.s__Escherichia_coli	532.7064480445
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|unclassified	31.3472246562
PWY-5695: inosine 5'-phosphate degradation	541.9697398969
PWY-5695: inosine 5'-phosphate degradation|g__Escherichia.s__Escherichia_coli	487.7665042611
PWY-5695: inosine 5'-phosphate degradation|unclassified	35.6317355358
PWY-6608: guanosine nucleotides degradation III	541.9697398969
PWY-6608: guanosine nucleotides degradation III|g__Escherichia.s__Escherichia_coli	487.7665042611
PWY-6608: guanosine nucleotides degradation III|unclassified	55.3799927809
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	529.4919950114
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Escherichia.s__Escherichia_coli	506.4101151303
VALSYN-PWY: L-valine biosynthesis	529.4919950114
VALSYN-PWY: L-valine biosynthesis|g__Escherichia.s__Escherichia_coli	506.4101151303
VALSYN-PWY: L-valine biosynthesis|unclassified	73.5582709810
ORNDEG-PWY: superpathway of ornithine degradation	518.9340419731
ORNDEG-PWY: superpathway of ornithine degradation|g__Escherichia.s__Escherichia_coli	463.1494878472
ORNDEG-PWY: superpathway of ornithine degradation|unclassified	81.1338012581
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	498.4799129973
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Escherichia.s__Escherichia_coli	452.3935711796
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|unclassified	22.3606999641
PWY-7663: gondoate biosynthesis (anaerobic)	475.7498061439
PWY-7663: gondoate biosynthesis (anaerobic)|g__Escherichia.s__Escherichia_coli	427.8425162069
PWY-4041: &gamma;-glutamyl cycle	454.9969179762
PWY-4041: &gamma;-glutamyl cycle|g__Escherichia.s__Escherichia_coli	419.9900516594
PWY-4041: &gamma;-glutamyl cycle|unclassified	33.5122034706
CALVIN-PWY: Calvin-Benson-Bassham cycle	444.3206730736
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Escherichia.s__Escherichia_coli	397.0239406943
PWY0-1261: anhydromuropeptides recycling I	440.0579045831
PWY0-1261: anhydromuropeptides recycling I|g__Escherichia.s__Escherichia_coli	375.1340495707
PWY0-1261: anhydromuropeptides recycling I|unclassified	39.0299513574
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	439.5800648041
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Escherichia.s__Escherichia_coli	397.2217255993
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|unclassified	7.3172209771
PWY-1042: glycolysis IV	433.8050429020
PWY-1042: glycolysis IV|g__Escherichia.s__Escherichia_coli	324.5747568294
PWY-1042: glycolysis IV|unclassified	60.4001032763
PWY-6737: starch degradation V	428.3046273075
PWY-6737: starch degradation V|g__Escherichia.s__Escherichia_coli	282.5408330012
PWY-6737: starch degradation V|unclassified	100.1919383989
PWY-6305: superpathway of putrescine biosynthesis	421.1044157155
PWY-6305: superpathway of putrescine biosynthesis|g__Escherichia.s__Escherichia_coli	387.1657852272
HOMOSER-METSYN-PWY: L-methionine biosynthesis I	420.0883653376
