# Pathway	COAD_noFFPEOnlyPrimaryNoRiboZeroG_CMS234_86random_44_Abundance
UNMAPPED	6009382.0772919878
UNINTEGRATED	1213189.5830947345
UNINTEGRATED|g__Escherichia.s__Escherichia_coli	741993.0908441053
UNINTEGRATED|unclassified	236026.4056317658
UNINTEGRATED|g__Cutibacterium.s__Cutibacterium_acnes	25976.6175631564
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	1591.2120313753
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Escherichia.s__Escherichia_coli	1367.4994891041
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|unclassified	186.6109200389
PWY-7111: pyruvate fermentation to isobutanol (engineered)	944.2467293649
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Escherichia.s__Escherichia_coli	877.6013452660
PWY-7111: pyruvate fermentation to isobutanol (engineered)|unclassified	61.5088810969
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	831.6940495663
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Escherichia.s__Escherichia_coli	773.0546903149
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|unclassified	45.5454847435
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	804.4286793673
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Escherichia.s__Escherichia_coli	784.2874087702
VALSYN-PWY: L-valine biosynthesis	804.4286793673
VALSYN-PWY: L-valine biosynthesis|g__Escherichia.s__Escherichia_coli	784.2874087702
VALSYN-PWY: L-valine biosynthesis|unclassified	63.6259778464
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I	803.9804086324
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|g__Escherichia.s__Escherichia_coli	719.8711660715
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I|unclassified	71.0544382767
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	803.3689557865
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|g__Escherichia.s__Escherichia_coli	687.0548177247
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|unclassified	89.9890200341
PWY-5695: inosine 5'-phosphate degradation	727.5013010916
PWY-5695: inosine 5'-phosphate degradation|g__Escherichia.s__Escherichia_coli	618.6242099064
PWY-5695: inosine 5'-phosphate degradation|unclassified	82.1130595708
PWY-6608: guanosine nucleotides degradation III	727.5013010916
PWY-6608: guanosine nucleotides degradation III|g__Escherichia.s__Escherichia_coli	618.6242099064
PWY-6608: guanosine nucleotides degradation III|unclassified	82.1130595708
PWY-1042: glycolysis IV	724.4578169792
PWY-1042: glycolysis IV|g__Escherichia.s__Escherichia_coli	607.7397111175
PWY-1042: glycolysis IV|unclassified	68.1517136289
ORNDEG-PWY: superpathway of ornithine degradation	704.4953382682
ORNDEG-PWY: superpathway of ornithine degradation|g__Escherichia.s__Escherichia_coli	615.3931188362
ORNDEG-PWY: superpathway of ornithine degradation|unclassified	85.2370668312
CALVIN-PWY: Calvin-Benson-Bassham cycle	674.4311970641
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Escherichia.s__Escherichia_coli	629.2750169420
PWY-7663: gondoate biosynthesis (anaerobic)	661.3222855767
PWY-7663: gondoate biosynthesis (anaerobic)|g__Escherichia.s__Escherichia_coli	631.6109133699
PWY-7663: gondoate biosynthesis (anaerobic)|unclassified	26.8890818577
PWY-5913: partial TCA cycle (obligate autotrophs)	612.5444473310
PWY-5913: partial TCA cycle (obligate autotrophs)|g__Escherichia.s__Escherichia_coli	510.1489721185
PWY-5913: partial TCA cycle (obligate autotrophs)|unclassified	96.6438860234
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	591.2555993191
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|g__Escherichia.s__Escherichia_coli	536.0113602364
PWY-4041: &gamma;-glutamyl cycle	588.9678641635
PWY-4041: &gamma;-glutamyl cycle|g__Escherichia.s__Escherichia_coli	542.7313337158
PWY-4041: &gamma;-glutamyl cycle|unclassified	28.1432153710
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	581.6365533800
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Escherichia.s__Escherichia_coli	522.1781089384
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis	580.8891846153
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Escherichia.s__Escherichia_coli	420.5705274646
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	576.9087563422
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Escherichia.s__Escherichia_coli	503.7222381200
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|unclassified	14.1694340128
